hotel,url,ville_ok,latitude_hotel,longitude_hotel,description_hotel,scoring_hotel,id_ville,temp_today
Hôtel de l'Europe Grenoble hyper-centre,https://www.booking.com/hotel/fr/de-l-europe-grenoble.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaBWIAQGYAQ24ARjIAQ_YAQHoAQH4AQKIAgGoAgS4At7_jpcGwAIB0gIkYmMyZjQzNzQtOWU4Ni00OTIyLWE5ZGQtMGJlZTYzMDVjNDEw2AIF4AIB&sid=3957bdbb205c177aa4d4aec5cc86ad46&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=85444e7978980341&srepoch=1659092979&from=searchresults#hotelTmpl,Grenoble,45.19035711,5.72733097,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement Hôtel de l'Europe Grenoble hyper-centre ! Connectez-vous pour économiser.Situé au cœur de Grenoble, l'Hôtel de l'Europe Grenoble hyper-centre est le plus ancien hôtel de la ville, installé dans un bâtiment datant du XVIIe siècle. Vous bénéficierez d'une connexion Wi-Fi gratuite.Insonorisées et dotées de la climatisation, toutes les chambres sont équipées d'une télévision par satellite à écran plat avec les chaînes Bein Sports, Canal+ et Eurosport. Certaines possèdent un balcon offrant une vue sur la ville.L'Hôtel de l'Europe Grenoble hyper-centre sert chaque matin un petit-déjeuner continental, que vous pourrez déguster en chambre sur demande.L'Hôtel de l'Europe Grenoble hyper-centre est installé à 350 mètres du téléphérique qui monte à la Bastille. La gare de Grenoble est accessible à 1 km ou en 5 minutes en tramway. Enfin, un parking public est accessible à proximité. ",8.3,3014727,11.86
Residhotel Grenette,https://www.booking.com/hotel/fr/le-royal-grenoble.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaBWIAQGYAQ24ARjIAQ_YAQHoAQH4AQKIAgGoAgS4At7_jpcGwAIB0gIkYmMyZjQzNzQtOWU4Ni00OTIyLWE5ZGQtMGJlZTYzMDVjNDEw2AIF4AIB&sid=3957bdbb205c177aa4d4aec5cc86ad46&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=85444e7978980341&srepoch=1659092979&from=searchresults#hotelTmpl,Grenoble,45.19056363,5.72448447,"Le Residhotel Grenette est situé dans le centre de Grenoble, à 3 minutes à pied de la place Victor Hugo. Il propose un hébergement indépendant avec une connexion Wi-Fi gratuite.Chaque logement dispose d'une pièce à vivre avec un bureau et une télévision par câble. Leur kitchenette est équipée de plaques de cuisson, d'un micro-ondes, d'un réfrigérateur et d'une cafetière.Le Residhotel propose un petit-déjeuner buffet quotidien servi dans la salle prévue à cet effet.La Grenette se trouve à seulement 5 minutes à pied du centre historique de Grenoble et à 800 mètres de la gare. Le parking privé comporte un nombre limité de places de stationnement, attribuées moyennant un supplément, sous réserve de disponibilité et sur réservation. ",7.5,3014727,11.86
Le Grand Hôtel Grenoble,https://www.booking.com/hotel/fr/le-grand-grenoble-centre.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaBWIAQGYAQ24ARjIAQ_YAQHoAQH4AQKIAgGoAgS4At7_jpcGwAIB0gIkYmMyZjQzNzQtOWU4Ni00OTIyLWE5ZGQtMGJlZTYzMDVjNDEw2AIF4AIB&sid=3957bdbb205c177aa4d4aec5cc86ad46&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=85444e7978980341&srepoch=1659092979&from=searchresults#hotelTmpl,Grenoble,45.19081504,5.72854802,"Le Grand Hôtel Grenoble est un établissement 4 étoiles situé dans le centre-ville de Grenoble, à 10 mètres de la place Grenette. Les chambres sont insonorisées et climatisées. Certaines sont pourvues d’un balcon.Elles comprennent une salle de bains privative avec une baignoire ou une douche à l’italienne. Elles sont également équipées d’un minibar, d’une télévision par satellite à écran plat et d’une connexion Wi-Fi gratuite.Le bar sur place, Le Stendhal, vous proposera une large gamme de boissons, cocktails et vins. Vous aurez le choix entre un petit-déjeuner complet ou express. Des plats froids peuvent être livrés dans votre chambre pour le déjeuner ou le dîner.La réception du Grand Hôtel Grenoble est ouverte 24h/24. La gare TGV de Grenoble se trouve à 1,5 km. Un parking public est disponible à proximité. ",8.5,3014727,11.86
Novotel Grenoble Centre,https://www.booking.com/hotel/fr/grenoble-centre.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaBWIAQGYAQ24ARjIAQ_YAQHoAQH4AQKIAgGoAgS4At7_jpcGwAIB0gIkYmMyZjQzNzQtOWU4Ni00OTIyLWE5ZGQtMGJlZTYzMDVjNDEw2AIF4AIB&sid=3957bdbb205c177aa4d4aec5cc86ad46&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=85444e7978980341&srepoch=1659092979&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Grenoble,45.190695,5.71259558,"Le Novotel Grenoble Centre est installé au cœur du quartier des affaires de Grenoble, à seulement quelques pas de la gare TGV. Vous trouverez un arrêt de tramway juste devant l'hôtel et de nombreuses grandes entreprises à proximité. Le centre historique est à seulement 10 minutes en voiture du Novotel Grenoble Centre.Les chambres sont équipées de la climatisation, d'un bureau, d'un coffre-fort et d'un minibar. Certaines disposent d'une machine à café Nespresso. Toutes comprennent une salle de bains privative avec une douche et un sèche-cheveux.Vous aurez accès à la salle de sport du Novotel. Le Novotel Grenoble Centre dispose également d'un restaurant, d'un bar, de salles de conférence, d'équipements pour les personnes à mobilité réduite et d'un parking privé (payant). Deux enfants de 16 ans maximum peuvent séjourner gratuitement dans la chambre de leurs parents.Cet hôtel est également situé à quelques kilomètres de la chaîne de Belledonne et du massif du Vercors. ",7.6,3014727,11.86
Hotel Lux,https://www.booking.com/hotel/fr/hotel-lux.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaBWIAQGYAQ24ARjIAQ_YAQHoAQH4AQKIAgGoAgS4At7_jpcGwAIB0gIkYmMyZjQzNzQtOWU4Ni00OTIyLWE5ZGQtMGJlZTYzMDVjNDEw2AIF4AIB&sid=3957bdbb205c177aa4d4aec5cc86ad46&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=85444e7978980341&srepoch=1659092979&from=searchresults#hotelTmpl,Grenoble,45.189522,5.716226,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement Hotel Lux ! Connectez-vous pour économiser.Proposant des chambres avec une connexion Wi-Fi gratuite, l’Hotel Lux est doté d’un emplacement central à Grenoble, à seulement 50 mètres des bars et restaurants ainsi qu’à 3 minutes à pied de la gare. La réception est ouverte 24h/24.Toutes les chambres disposent d’un bureau et d’une télévision à écran plat. Leur salle de bains privative est pourvue d’un sèche-cheveux ainsi que d’articles de toilette gratuits.Vous trouverez une station de tramways à 300 mètres, le complexe scientifique Minatec à 1 km et des remontées mécaniques à environ 15 km.Une bouilloire et du matériel de repassage peuvent être fournis sur demande. Un parking public est accessible à proximité moyennant des frais supplémentaires. ",8.0,3014727,11.86
Résidence Le Patricia,https://www.booking.com/hotel/fr/ra-c-sidence-le-patricia.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaBWIAQGYAQ24ARjIAQ_YAQHoAQH4AQKIAgGoAgS4At7_jpcGwAIB0gIkYmMyZjQzNzQtOWU4Ni00OTIyLWE5ZGQtMGJlZTYzMDVjNDEw2AIF4AIB&sid=3957bdbb205c177aa4d4aec5cc86ad46&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=85444e7978980341&srepoch=1659092979&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Grenoble,45.1920997,5.72396229,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement Résidence Le Patricia ! Connectez-vous pour économiser.La Résidence Le Patricia vous accueille à Grenoble, à 750 mètres de la place Victor Hugo et à 110 mètres de la rivière l'Isère. Elle propose des hébergements indépendants dotés d'une connexion Wi-Fi gratuite.Desservis par un ascenseur, les logements disposent d'une télévision à écran plat ainsi que d'une salle de bains privative pourvue d'une baignoire ou d'une douche et d'articles de toilette gratuits.Leur kitchenette est équipée d'un réfrigérateur, d'un micro-ondes et d'une cuisinière. Un petit-déjeuner continental vous sera servi tous les jours sur demande.Vous séjournerez à 850 mètres de la gare de Grenoble, à 500 mètres de l'arrêt de tramway Victor Hugo et à 4 km de l'autoroute A41. Moyennant un supplément, sur demande et sous réserve de disponibilité, vous pourrez accéder à un parking privé. ",7.7,3014727,11.86
Hôtel d’Angleterre Grenoble Hyper-Centre,https://www.booking.com/hotel/fr/tiangleterre.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaBWIAQGYAQ24ARjIAQ_YAQHoAQH4AQKIAgGoAgS4At7_jpcGwAIB0gIkYmMyZjQzNzQtOWU4Ni00OTIyLWE5ZGQtMGJlZTYzMDVjNDEw2AIF4AIB&sid=3957bdbb205c177aa4d4aec5cc86ad46&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=85444e7978980341&srepoch=1659092979&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Grenoble,45.18920402,5.72537228,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement Hôtel d’Angleterre Grenoble Hyper-Centre ! Connectez-vous pour économiser.L'Hôtel d'Angleterre Grenoble Hyper-Centre est situé au cœur de Grenoble, face aux jardins de la place Victor Hugo et à seulement 1 minute à pied de l'arrêt de tramway Victor Hugo. Il comporte une connexion Wi-Fi gratuite et un bar sur place.Toutes les chambres sont insonorisées et climatisées. Elles disposent d'un bureau, d'une télévision par satellite à écran LCD et d'un lecteur DVD. Leur salle de bains privative est pourvue d'articles de toilette gratuits. Certaines bénéficient également d'une baignoire d'hydromassage et d'un balcon privé offrant une vue sur le massif du Vercors.Un petit-déjeuner buffet comprenant des plats chauds, froids, sucrés et salés est disponible tous les jours. Un petit-déjeuner continental composé d'une boisson chaude, d'un jus de fruits, d'une viennoiserie, de pain, de beurre et de confiture est également proposé.Un parking souterrain payant est accessible à proximité. L'aéroport de Grenoble-Isère, le plus proche, se trouve à 45 km. ",7.8,3014727,11.86
B&B HOTEL Grenoble Centre Alpexpo,https://www.booking.com/hotel/fr/b-amp-b-grenoble-centre-alpexpo.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaBWIAQGYAQ24ARjIAQ_YAQHoAQH4AQKIAgGoAgS4At7_jpcGwAIB0gIkYmMyZjQzNzQtOWU4Ni00OTIyLWE5ZGQtMGJlZTYzMDVjNDEw2AIF4AIB&sid=3957bdbb205c177aa4d4aec5cc86ad46&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=85444e7978980341&srepoch=1659092979&from=searchresults#hotelTmpl,Grenoble,45.15883667,5.73443547,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement B&B HOTEL Grenoble Centre Alpexpo ! Connectez-vous pour économiser.Le B&B Grenoble Centre Alpexpo est situé à Grenoble, à seulement 800 mètres d'Alpexpo. Doté d'une réception ouverte 24h/24, il propose une connexion Wi-Fi gratuite et des hébergements insonorisés. Il se trouve à 200 mètres de la station de tramway Grand Place.Toutes les chambres du B&B Grenoble Centre Alpexpo sont desservies par un ascenseur. Elles sont décorées dans un style contemporain. Chacune comprend un bureau, une télévision à écran plat et une salle de bains privative dotée d'une douche.Un petit-déjeuner continental est servi tous les matins dans le salon commun.Une bagagerie est à votre disposition sur place. Un nombre limité de places de parking sont accessibles gratuitement. La Bastille se trouve à 7 km. L'autoroute A480 se situe à 5 km. ",7.6,3014727,11.86
Kyriad Grenoble Centre,https://www.booking.com/hotel/fr/qualityhotelgrenoble.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaBWIAQGYAQ24ARjIAQ_YAQHoAQH4AQKIAgGoAgS4At7_jpcGwAIB0gIkYmMyZjQzNzQtOWU4Ni00OTIyLWE5ZGQtMGJlZTYzMDVjNDEw2AIF4AIB&sid=3957bdbb205c177aa4d4aec5cc86ad46&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=85444e7978980341&srepoch=1659092979&from=searchresults#hotelTmpl,Grenoble,45.16819994,5.71199477,"Situé à Grenoble, à 200 mètres du stade Lesdiguières, le Kyriad Grenoble Centre vous accueille dans un hôtel 3 étoiles doté d'une réception ouverte 24h/24 et d'une connexion Wi-Fi gratuite. Le centre de conventions Alpexpo se trouve à 3 km. Vous pourrez profiter gratuitement d'un parking privé sous surveillance vidéo.Toutes les chambres comprennent la climatisation, une télévision par satellite à écran plat avec Canal + notamment et un plateau/bouilloire. Leur salle de bains privative est pourvue d'une baignoire et d'articles de toilette offerts.Le service d'étage et le bar sont disponibles 24h/24 et 7j/7. Le matin, vous pourrez déguster un petit-déjeuner buffet.Le téléphérique de Grenoble-La Bastille se trouve à 4 km, tandis que la gare de Grenoble, placée à 3 km, est accessible en 10 minutes en tramway. Enfin, l'aéroport de Grenoble-Isère est implanté à 46 km. ",7.7,3014727,11.86
Maison Barbillon Grenoble,https://www.booking.com/hotel/fr/maison-barbillon-grenoble.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaBWIAQGYAQ24ARjIAQ_YAQHoAQH4AQKIAgGoAgS4At7_jpcGwAIB0gIkYmMyZjQzNzQtOWU4Ni00OTIyLWE5ZGQtMGJlZTYzMDVjNDEw2AIF4AIB&sid=3957bdbb205c177aa4d4aec5cc86ad46&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=85444e7978980341&srepoch=1659092979&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Grenoble,45.1907933,5.71669668,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement Maison Barbillon Grenoble ! Connectez-vous pour économiser.La Maison Barbillon Grenoble vous accueille à Grenoble, à seulement 100 mètres de la gare. L’établissement propose des chambres confortables dotées d'une télévision par satellite et d'une connexion Wi-Fi gratuite.Les chambres de la Maison Barbillon Grenoble présentent une décoration authentique et élégante. Elles disposent d'une salle de bains privative avec sèche-cheveux.Un petit-déjeuner buffet est servi tous les matins dans la salle prévue à cet effet. Vous trouverez de nombreux restaurants à quelques minutes de marche de l’hôtel.La Maison Barbillon est accessible par l'autoroute A480. L’hôtel est installé à côté du World Trade Center de Grenoble et à seulement 13 minutes à pied de la cathédrale Saint-André. ",8.3,3014727,11.86
24 Rue De La Gaffe,https://www.booking.com/hotel/fr/24-rue-de-la-gaffe.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaBWIAQGYAQ24ARjIAQ_YAQHoAQH4AQKIAgGoAgS4At7_jpcGwAIB0gIkYmMyZjQzNzQtOWU4Ni00OTIyLWE5ZGQtMGJlZTYzMDVjNDEw2AIF4AIB&sid=3957bdbb205c177aa4d4aec5cc86ad46&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=b3884e7b914002e8&srepoch=1659092983&from=searchresults#hotelTmpl,Carcassonne,43.20809358,2.36200958,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement 24 Rue De La Gaffe ! Connectez-vous pour économiser.Le 24 Rue De La Gaffe est situé à Carcassonne, à 1,4 km de la Maison des Mémoires et à 2,3 km de la cathédrale de Carcassonne, dans une région propice à la randonnée. Offrant une vue sur la ville, il dispose d'une terrasse et d'une connexion Wi-Fi gratuite.Cette maison de vacances comprend 2 chambres, 2 salles de bains, du linge de lit, des serviettes, une télévision par câble à écran plat, un coin repas, une cuisine entièrement équipée et un balcon avec vue sur la rivière.Vous séjournerez à proximité de lieux d'intérêt prisés comme Chipie International, la médiathèque Grain d'Sel et le tribunal d'instance. L'aéroport de Carcassonne, le plus proche, est implanté à 6 km. ",9.5,3028640,18.9
Domaine Le Couvent,https://www.booking.com/hotel/fr/le-couvent-carcassonne.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaBWIAQGYAQ24ARjIAQ_YAQHoAQH4AQKIAgGoAgS4At7_jpcGwAIB0gIkYmMyZjQzNzQtOWU4Ni00OTIyLWE5ZGQtMGJlZTYzMDVjNDEw2AIF4AIB&sid=3957bdbb205c177aa4d4aec5cc86ad46&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=b3884e7b914002e8&srepoch=1659092983&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Carcassonne,43.21626207,2.28648797,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement Domaine Le Couvent ! Connectez-vous pour économiser.La propriété du Couvent propose deux villas à Grèzes, à 10 minutes de route de Carcassonne. L'une des villas est un ancien couvent et l'autre un ancien presbytère. Cet établissement possède une connexion Wi-Fi gratuite ainsi qu'une piscine extérieure et un jardin communs.Les villas disposent d'une terrasse privée et d'un coin salon avec télévision par satellite. Vous pourrez vous détendre sur la terrasse ou utiliser le barbecue.Il met à votre disposition une aire de jeux pour enfants et un parking privé gratuit. Domaine Le Couvent se trouve dans le village de Grèzes, à seulement 5 minutes de route de l'aéroport de Carcassonne. ",9.4,3028640,18.9
Zenitude Hôtel-Résidences Carcassonne,https://www.booking.com/hotel/fr/appart-city-cap-affaires-carcassonne.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaBWIAQGYAQ24ARjIAQ_YAQHoAQH4AQKIAgGoAgS4At7_jpcGwAIB0gIkYmMyZjQzNzQtOWU4Ni00OTIyLWE5ZGQtMGJlZTYzMDVjNDEw2AIF4AIB&sid=3957bdbb205c177aa4d4aec5cc86ad46&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=b3884e7b914002e8&srepoch=1659092983&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,Carcassonne,43.22829222,2.36018702,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement Zenitude Hôtel-Résidences Carcassonne ! Connectez-vous pour économiser.Le Zenitude Hôtel-Résidences Carcassonne Nord vous accueille à 4 km du cœur de la cité médiévale fortifiée. Cet établissement propose une piscine extérieure ainsi que des appartements et des studios dotés d’une kitchenette. Une connexion Wi-Fi est disponible gratuitement dans l’ensemble des locaux.Les hébergements sont climatisés et desservis par un ascenseur. Chaque logement dispose d’une télévision à écran LCD, d’un bureau et d’une salle de bains privative. Des sèche-cheveux sont fournis sur demande à la réception.Vous pourrez préparer vos repas dans la kitchenette puis les savourer dans le coin repas. Entièrement équipée, chaque kitchenette comporte un lave-vaisselle, un micro-ondes et une cafetière. La résidence sert par ailleurs un petit-déjeuner buffet. Vous pourrez également prendre vos repas dans l’un des restaurants partenaires, situés à quelques pas. Des paniers-repas sont préparés sur demande et vous aurez la possibilité de les déguster dans le confort de votre chambre.La résidence est facilement accessible depuis l’autoroute A61, située à seulement 8 minutes. Vous rejoindrez la gare de Carcassonne en 5 minutes en voiture. Un parking privé est disponible gratuitement sur place.Cet établissement propose une piscine extérieure (de 5 x 10 mètres) ainsi que des appartements et des studios avec kitchenette. ",7.7,3028640,18.9
La Rapière,https://www.booking.com/hotel/fr/la-rapia-re.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaBWIAQGYAQ24ARjIAQ_YAQHoAQH4AQKIAgGoAgS4At7_jpcGwAIB0gIkYmMyZjQzNzQtOWU4Ni00OTIyLWE5ZGQtMGJlZTYzMDVjNDEw2AIF4AIB&sid=3957bdbb205c177aa4d4aec5cc86ad46&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=b3884e7b914002e8&srepoch=1659092983&from=searchresults#hotelTmpl,Carcassonne,43.2082374,2.36704409,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement La Rapière ! Connectez-vous pour économiser.La chambre d'hôtes La Rapiere est située à Carcassonne, juste à l'extérieur des remparts médiévaux, à seulement 150 mètres de la cité médiévale et à 15 minutes à pied du centre-ville. L’établissement possède un bar-restaurant ouvert en saison doté d'une terrasse donnant sur la cité médiévale. Une connexion Wi-Fi est disponible gratuitement.Décorées avec simplicité dans des tons neutres, toutes les chambres comprennent la climatisation, une télévision et une salle de bains privative. Deux chambres de La Rapière offrent une vue sur la cité médiévale et une chambre possède une terrasse privée.Vous pourrez déguster un petit-déjeuner continental dans la salle à manger ou sur la terrasse sur place. Une gamme de boissons est disponible au bar, tandis que le restaurant sert une cuisine française et locale sous forme de menus fixes.Un parking est disponible gratuitement sur place. L’autoroute A61 se trouve à 3 km. Le canal du Midi est accessible à 20 minutes à pied. Si vous arrivez en train, la gare de Carcassonne est idéalement située à 2 km. ",8.4,3028640,18.9
City'IN Appart,https://www.booking.com/hotel/fr/drissia-amp-othman-city-39-in.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaBWIAQGYAQ24ARjIAQ_YAQHoAQH4AQKIAgGoAgS4At7_jpcGwAIB0gIkYmMyZjQzNzQtOWU4Ni00OTIyLWE5ZGQtMGJlZTYzMDVjNDEw2AIF4AIB&sid=3957bdbb205c177aa4d4aec5cc86ad46&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=b3884e7b914002e8&srepoch=1659092983&from=searchresults#hotelTmpl,Carcassonne,43.211084,2.349956,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement City'IN Appart ! Connectez-vous pour économiser.Doté d'une connexion Wi-Fi gratuite, le City'IN Appart est situé à Carcassonne, à 500 mètres de la cathédrale, à 600 mètres de la Maison des Mémoires et à 5 km du campus de l'IUT de Perpignan. Vous pourrez pratiquer diverses activités dans les environs, telles que la pêche et la randonnée.Cet appartement comprend 2 chambres, un salon, une télévision à écran plat, une cuisine équipée avec coin repas ainsi que 2 salles de bains avec douche et lave-linge. Les serviettes et le linge de lit sont fournis.Vous séjournerez à proximité de l'hôtel de ville de Carcassonne, de la médiathèque Grain d'Arts et de la médiathèque Grain d'Aile. L'aéroport le plus proche, celui de Carcassonne, est situé à 3,8 km. Un service de navette aéroport peut être assuré moyennant des frais supplémentaires. ",8.8,3028640,18.9
SOWELL HOTELS Les Chevaliers,https://www.booking.com/hotel/fr/soleil-vacances-les-chevaliers.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaBWIAQGYAQ24ARjIAQ_YAQHoAQH4AQKIAgGoAgS4At7_jpcGwAIB0gIkYmMyZjQzNzQtOWU4Ni00OTIyLWE5ZGQtMGJlZTYzMDVjNDEw2AIF4AIB&sid=3957bdbb205c177aa4d4aec5cc86ad46&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=b3884e7b914002e8&srepoch=1659092983&from=searchresults#hotelTmpl,Carcassonne,43.21103244,2.35819995,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement SOWELL HOTELS Les Chevaliers ! Connectez-vous pour économiser.Situé à Carcassonne, à 2 minutes à pied de l'Aude et offrant une vue sur le pont Vieux, le SOWELL HOTELS Les Chevaliers propose une connexion Wi-Fi gratuite. La cité médiévale est à seulement 10 minutes à pied.Certains logements bénéficient d’une terrasse donnant sur le jardin ou la cité médiévale.Un petit-déjeuner buffet est servi chaque matin. Le restaurant sert une cuisine traditionnelle et des spécialités locales. Vous pourrez prendre un verre sur la terrasse en profitant de la vue sur la cité médiévale.Le personnel de la réception, parlant espagnol et anglais, se fera un plaisir de vous fournir des conseils pratiques sur la régionL’aéroport de Carcassonne est le plus proche, à 4 km. ",8.2,3028640,18.9
Adonis Carcassonne,https://www.booking.com/hotel/fr/adonis-la-barbacane.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaBWIAQGYAQ24ARjIAQ_YAQHoAQH4AQKIAgGoAgS4At7_jpcGwAIB0gIkYmMyZjQzNzQtOWU4Ni00OTIyLWE5ZGQtMGJlZTYzMDVjNDEw2AIF4AIB&sid=3957bdbb205c177aa4d4aec5cc86ad46&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=b3884e7b914002e8&srepoch=1659092983&from=searchresults#hotelTmpl,Carcassonne,43.20478378,2.36022029,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement Adonis Carcassonne ! Connectez-vous pour économiser.L'Adonis Carcassonne vous accueille au pied du centre historique de Carcassonne, à seulement 350 mètres de la ville médiévale. Vous bénéficierez d'une connexion Wi-Fi gratuite. L'aéroport de Carcassonne se trouve à 10 minutes en voiture.Tous les appartements et les studios de l'Adonis Carcassonne comprennent la climatisation, une télévision par satellite à écran LCD, un coffre-fort privé et une kitchenette avec des plaques chauffantes.Lors de votre séjour, vous pourrez déguster un petit-déjeuner buffet dans la salle à manger ou sur la terrasse.Sur place, vous disposerez d'un parking privé et d'un service de location de vélos pour visiter les châteaux cathares. Enfin, la basilique Saint-Nazaire se trouve à 5 minutes de route de l'Adonis Carcassonne. ",7.6,3028640,18.9
Hotel Espace Cite,https://www.booking.com/hotel/fr/inter-espace-cite.fr.html?label=gen173nr-1FCAEoggI46AdIDVgEaBWIAQGYAQ24ARjIAQ_YAQHoAQH4AQKIAgGoAgS4At7_jpcGwAIB0gIkYmMyZjQzNzQtOWU4Ni00OTIyLWE5ZGQtMGJlZTYzMDVjNDEw2AIF4AIB&sid=3957bdbb205c177aa4d4aec5cc86ad46&aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=b3884e7b914002e8&srepoch=1659092983&from=searchresults#hotelTmpl,Carcassonne,43.2083547,2.36776024,"L'Hotel Espace Cite est situé à seulement 200 mètres du centre-ville médiéval de Carcassone et à 500 mètres du canal du Midi, deux sites classés au patrimoine mondial de l'UNESCO. Cet hôtel dispose d’une connexion Wi-Fi gratuite.Toutes les chambres climatisées comprennent une télévision à écran plat et une salle de bains privative pourvue d'une douche.Un petit-déjeuner buffet est servi chaque matin dans la salle du petit-déjeuner de l'hôtel ou, par beau temps, sur la terrasse offrant une vue sur la cité médiévale. Veuillez noter que la salle de petit-déjeuner est au 1er étage, sans ascenseur.Sous réserve de disponibilité, l'hôtel propose un parking privé dans un garage souterrain moyennant des frais supplémentaires.La gare de Carcassonne se trouve à 2,5 km. ",8.4,3028640,18.9
